Program,Round,Recipient Name,Physical Address of Recipient - Suburb/Location,Physical Address of Recipient - Post Code,University Collaborator (if applicable),Other Partners; Collaborators (if applicable),Investment/Project Title,Primary Location of Activity/Project - Suburb,Primary Location of Activity/Project - Post Code,Multiple Locations of Activity/Project (if applicable),Approval date,Local Government /Council,RAP Region,State Electorate,Actual Contractual Commitment ($)
Ignite Ideas Fund,AQ Ignite Ideas Fund 2016-17 Round 2,Lincrobotics Pty Ltd,Oxenford,4210.0,,nan,Grass Advertising Robots For Venues,Oxenford,4210.0,,9/03/2017,Gold Coast (C),Gold Coast,Theodore,94000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2016-17 Round 2,Locatrix International Pty Ltd,Brisbane City,4000.0,,nan,Network-Independent Iot Location Solution,Brisbane City,4000.0,,10/03/2017,Brisbane (C),Brisbane And Redlands,Mcconnel,100000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2016-17 Round 2,Bio Consultancy Pty Ltd,Sherwood,4075.0,,nan,Invertebrate Marine Collagen Biomaterial For The Regenerative Medicine Market,Sherwood,4075.0,,9/03/2017,Brisbane (C),Brisbane And Redlands,Mount Ommaney,100000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2015-16 Round 1,Field Orthopaedics Pty Ltd,Spring Hill,4000.0,,nan,Field Orthopaedics Magnetic Total Wrist Replacement,Teneriffe,4005.0,,18/07/2016,Brisbane (C),Brisbane And Redlands,Mcconnel,100000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2015-16 Round 1,Futureprofit Pty Ltd,Springwood,4127.0,,nan,Evorce Product Validation And Market Commercialisation Project,Springwood,4127.0,,18/07/2016,Logan (C),Logan,Springwood,128175.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2015-16 Round 1,Enviromist Pty Ltd,The Gap,4061.0,,nan,Dust Suppression System For Stockpile Discharge Conveyors,The Gap,4061.0,,18/07/2016,Brisbane (C),Brisbane And Redlands,Cooper,100000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2015-16 Round 1,Elevare Energy Pty Ltd,Enoggera,4051.0,,nan,"'""Smart"" Batteries Using Clean Energy To Reduce Commercial Building Electricity Costs",Enoggera,4051.0,,18/07/2016,Brisbane (C),Brisbane And Redlands,Ferny Grove,250000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2015-16 Round 1,Ellume Pty Ltd,East Brisbane,4169.0,,nan,Clinical Validation Trial For Respirio Flu Test (Rft),East Brisbane,4169.0,,18/07/2016,Brisbane (C),Brisbane And Redlands,South Brisbane,250000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2015-16 Round 1,Go1 Pty Ltd,Underwood,4119.0,,nan,Go1 Online Training Native Mobile Application Development,Underwood,4119.0,,18/07/2016,Logan (C),Logan,Waterford,178000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2015-16 Round 1,Impact Building Systems Pty Ltd,Highvale,4520.0,,nan,Patented Low Cost Solar Thermal Collector,Highvale,4520.0,,18/07/2016,Moreton Bay (R),Moreton Bay,Pine Rivers,100000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2015-16 Round 1,J T Lawson & G R Wickham,Yungaburra,4884.0,,nan,Atv Angle Alarm Development Project,Yungaburra,4884.0,,5/08/2016,Tablelands (R),Far North Queensland,Hill,49834.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2015-16 Round 1,Immersive Robotics Pty Ltd,Fortitude Valley,4006.0,,nan,Wireless Vr Beta,Fortitude Valley,4006.0,,18/07/2016,Brisbane (C),Brisbane And Redlands,Mcconnel,100000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2015-16 Round 1,Gruntify Atf The Trustee For The Stjepanovic Family Trust,Fortitude Valley,4006.0,,nan,"Commercialisation Of Gruntify, Real-Time Incident And Report Management Platform",Fortitude Valley,4006.0,,18/07/2016,Brisbane (C),Brisbane And Redlands,Mcconnel,100000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2015-16 Round 1,Hypometer Technologies Pty Ltd,Fortitude Valley,4006.0,,nan,Hypometer Technologies Big Data Analytics,Fortitude Valley,4006.0,,18/07/2016,Brisbane (C),Brisbane And Redlands,Mcconnel,98900.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2015-16 Round 1,Apunga Pty Ltd,Coorparoo,4151.0,,nan,Apunga - Horticultural Farm Management & Qa System,East Brisbane,4169.0,,18/07/2016,Brisbane (C),Brisbane And Redlands,South Brisbane,100000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2015-16 Round 1,Arthritis Relief Plus Limited,Varsity Lakes,4227.0,,nan,Patented Topical For Joint Pain Including From Osteoarthritis,Varsity Lakes,4227.0,,18/07/2016,Gold Coast (C),Gold Coast,Mermaid Beach,93500.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2015-16 Round 1,Alsonex Pty Ltd,Brisbane City,4000.0,,nan,Complement Inhibitor For Treating Motor Neurone Disease,Brisbane City,4000.0,,18/07/2016,Brisbane (C),Brisbane And Redlands,Mcconnel,100000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2015-16 Round 1,Admedus Vaccines Pty Ltd,Woolloongabba,4102.0,,nan,Development Of A Therapeutic Hpv Vaccine To Clinical Proof Of Concept,St Lucia,4067.0,,18/07/2016,Brisbane (C),Brisbane And Redlands,South Brisbane,187500.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2015-16 Round 1,Agalytics Pty Ltd,Indooroopilly,4068.0,,nan,Agalytics Soil Nutrient Management,Indooroopilly,4068.0,,18/07/2016,Brisbane (C),Brisbane And Redlands,Maiwar,50000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2015-16 Round 1,Atmail Pty Ltd,Peregian Beach,4573.0,,nan,Mailstorm - Object Storage Plugin For Email Service Providers,Peregian Beach,4573.0,,18/07/2016,Noosa (S),Sunshine Coast,Noosa,100000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2015-16 Round 1,Didgigo Marketing Pty Ltd,Cairns,4870.0,,nan,Markets Engagement - Didgigo,Cairns City,4870.0,,18/07/2016,Cairns (R),Far North Queensland,Cairns,100700.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2015-16 Round 1,Dingo Energy Pty Ltd,Wilston,4051.0,,nan,Cloud Based Visual Inspection App And Service For Asset Based Industries,Wilston,4051.0,,18/07/2016,Brisbane (C),Brisbane And Redlands,Stafford,97000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2015-16 Round 1,Coral Sunscreen Pty Ltd,Aitkenvale,4814.0,,nan,Uv Protection Filters For Humans And Materials Inspired By Great Barrier Reef Coral Sun Protection,Aitkenvale,4814.0,,18/07/2016,Townsville (C),Townsville,Mundingburra,244400.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2015-16 Round 1,Axis Energy Group Pty Ltd,Bundall,4217.0,,nan,Optimisation Of Patented Wind Turbines,Bundall,4217.0,,18/07/2016,Gold Coast (C),Gold Coast,Southport,100000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2015-16 Round 1,Brisbane Materials Technology Pty Ltd,Darra,4076.0,,nan,New Material For Led Manufacturing,Darra,4076.0,,18/07/2016,Brisbane (C),Ipswich,Inala,100000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2015-16 Round 1,Kahest Pty Ltd,White Rock,4868.0,,nan,Catch'N'Release Anchor Retrieval System Commercialisation And Testing,White Rock,4868.0,,18/07/2016,Cairns (R),Far North Queensland,Mulgrave,91000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2015-16 Round 1,Wedding Village Pty Ltd,Moggill,4070.0,,nan,"Commercialisation Of Visual Search, Comparison And Booking Platform For Wedding Services",Chapel Hill,4069.0,,18/07/2016,Brisbane (C),Brisbane And Redlands,Moggill,97800.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2016-17 Round 2,Affinity.Me Pty Ltd,Brisbane City,4000.0,,nan,"Affinity - Validation Of Affinity Engine, Investor Attraction And Market Development",Brisbane City,4000.0,,10/03/2017,Brisbane (C),Brisbane And Redlands,Mcconnel,100000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2015-16 Round 1,Verton Technologies Australia Pty Ltd,Milton,4064.0,,nan,Rover (Remotely Operated Variable Effort Rotator),Brisbane City,4000.0,,18/07/2016,Brisbane (C),Brisbane And Redlands,Mcconnel,100000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2015-16 Round 1,Synergy Eight Pty Ltd,Wooloowin,4030.0,,nan,Commercialisation Of Digital Marketing Software,Wooloowin,4030.0,,18/07/2016,Brisbane (C),Brisbane And Redlands,Clayfield,250000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2015-16 Round 1,V2I Pty Ltd,Arundel,4214.0,,nan,V2I Realtime Platform To Enable Systems Re-Engineering,Arundel,4214.0,,18/07/2016,Gold Coast (C),Gold Coast,Bonney,234128.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2016-17 Round 2,Agrichain Pty Ltd,Burleigh Heads,4220.0,,nan,Blockgrain,Burleigh Heads,4220.0,,9/03/2017,Gold Coast (C),Gold Coast,Burleigh,95000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2016-17 Round 2,Assured It Pty Ltd,Morningside,4170.0,,nan,Tru-Motion Simulation Platform (Tru-Motion  To Be Trademarked),Morningside,4170.0,,9/03/2017,Brisbane (C),Brisbane And Redlands,Bulimba,245500.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2016-17 Round 2,Avmin Pty Ltd,Brisbane City,4000.0,,nan,Jetbidders Project,Brisbane City,4000.0,,9/03/2017,Brisbane (C),Brisbane And Redlands,Mcconnel,74340.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2016-17 Round 2,Amblyoptica (Holding) Pty Ltd,Mount Lofty,4350.0,,nan,Clinical Trial To Validate Proof Of Concept Of A Medical Device To Treat Amblyopia,Mount Lofty,4350.0,,10/03/2017,Toowoomba (R),Darling Downs,Toowoomba North,100000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2016-17 Round 2,Alkira Software Pty Ltd,Doonan,4562.0,,nan,Alkira Software - Assistive Vocational Platform For Low/No Vision Applications,Doonan,4562.0,,9/03/2017,Noosa (S),Sunshine Coast,Ninderry,99800.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2016-17 Round 2,Allaro Homes Cairns Pty Ltd,Bungalow,4870.0,,nan,"Bim Bam Vr, Pricing And Digital Asset Library For Revit Architecture",Bungalow,4870.0,,10/03/2017,Cairns (R),Far North Queensland,Cairns,99390.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2015-16 Round 1,Opmantek Ltd,Surfers Paradise,4217.0,,nan,Reportiot - Iot And Byod Management Platform,Surfers Paradise,4217.0,,18/07/2016,Gold Coast (C),Gold Coast,Surfers Paradise,250000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2015-16 Round 1,Osler Technology Pty Ltd,Noosa Heads,4567.0,,nan,Osler Clinical Performance - Community Model,Noosa Heads,4567.0,,18/07/2016,Noosa (S),Sunshine Coast,Noosa,100000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2015-16 Round 1,Natural Evolution Pty Ltd,Walkamin,4872.0,,nan,Natural Evolution - A World=Class Food Production Process For Gluten-Free And Rs Products,Walkamin,4872.0,,18/07/2016,Tablelands (R),Far North Queensland,Hill,250000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2015-16 Round 1,Lifemere Pty Ltd,Hodgson Vale,4352.0,,nan,World-First Feeding Device For People Impaired With Dysphagia (Rosecup/Nutritaste),Hodgson Vale,4352.0,,18/07/2016,Toowoomba (R),Darling Downs,Condamine,250000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2015-16 Round 1,Magnetica Limited,Eagle Farm,4009.0,,nan,Manufacturing Innovative Mri Sub-Systems,Eagle Farm,4009.0,,18/07/2016,Brisbane (C),Brisbane And Redlands,Clayfield,250000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2015-16 Round 1,"Parsons, Bradley Evan",Bardon,4065.0,,nan,Fitmachine,Bardon,4065.0,,18/07/2016,Brisbane (C),Brisbane And Redlands,Cooper,100000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2015-16 Round 1,Strategik Pty Ltd,Sippy Downs,4556.0,,nan,Strategik 365,Sippy Downs,4556.0,,18/07/2016,Sunshine Coast (R),Sunshine Coast,Buderim,79200.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2015-16 Round 1,Surgical Performance Pty Ltd,Greenslopes,4120.0,,nan,Surgeon Score Card,Greenslopes,4120.0,,18/07/2016,Brisbane (C),Brisbane And Redlands,Greenslopes,100000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2015-16 Round 1,Roubler Australia Pty Ltd,Brisbane City,4000.0,,nan,Commercialisation Of Roubler'S Complete Workforce Management Solution,Brisbane City,4000.0,,18/07/2016,Brisbane (C),Brisbane And Redlands,Mcconnel,99144.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2015-16 Round 1,Pimovation Pty Ltd,Coomera,4209.0,,nan,Grapple Go To Market,Coomera,4029.0,,18/07/2016,Gold Coast (C),Gold Coast,Coomera,100000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2015-16 Round 1,Redeye Apps Pty Ltd,Brisbane City,4000.0,,nan,Redeyewfm,Brisbane City,4000.0,,18/07/2016,Brisbane (C),Brisbane And Redlands,Mcconnel,250000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2016-17 Round 2,Skyborne Technologies Pty Ltd,Hemmant,4174.0,,nan,Cerberus Gl - Tactical Uav,Hemmant,4174.0,,9/03/2017,Brisbane (C),Brisbane And Redlands,Lytton,100000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2017-18 Round 3,Hive Haven Pty Ltd,Sippy Downs,4556.0,,nan,Hive Haven Australian Stingless Native Bee Hive Assembly & Native Honey,Sippy Downs,4556.0,,5/09/2017,Sunshine Coast (R),Sunshine Coast,Buderim,99918.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2017-18 Round 3,Hydrox Technologies Pty Ltd,Sumner Park,4074.0,,nan,Preparation For The International Commercialization Of Solar Shrink Plastic Mulch,Sumner,4074.0,,5/09/2017,Brisbane (C),Ipswich,Mount Ommaney,100000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2017-18 Round 3,Helix Innovation Solutions Pty Ltd,Brisbane City,4000.0,,nan,Lawlancer,Brisbane City,4000.0,,5/09/2017,Brisbane (C),Brisbane And Redlands,Mcconnel,100000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2017-18 Round 3,Fsmd Pty Ltd,Woolloongabba,4102.0,,nan,"Flaik: ""Data-Driven One Stop Shop For Ski School Management""",Woolloongabba,4102.0,,5/09/2017,Brisbane (C),Brisbane And Redlands,South Brisbane,100000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2017-18 Round 3,Fusion Sport Pty Ltd,Sumner Park,4074.0,,nan,Military Market Entry: Smartabase Human Performance Software,Sumner,4074.0,,5/09/2017,Brisbane (C),Ipswich,Mount Ommaney,249725.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2017-18 Round 3,Infarm Pty Ltd,Goondiwindi,4390.0,,nan,Drone To Tractor Weed Solution,Goondiwindi,4390.0,,5/09/2017,Goondiwindi (R),Darling Downs,Southern Downs,100000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2017-18 Round 3,Iridium Dynamics Pty Ltd,Kelvin Grove,4059.0,,nan,Halo: A Vtol Uav For Combined Forward-Flight And Extended-Hover Missions.,Kelvin Grove,4059.0,,5/09/2017,Brisbane (C),Brisbane And Redlands,Mcconnel,99901.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2017-18 Round 3,Iweb Solutions Pty Ltd,Brisbane City,4000.0,,nan,Green Galaxies - Energy Education For The Future,Brisbane City,4000.0,,5/09/2017,Brisbane (C),Brisbane And Redlands,Mcconnel,250000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2017-18 Round 3,Ire Pty Ltd,Indooroopilly,4068.0,,nan,Keytracker Pro,Indooroopilly,4068.0,,5/09/2017,Brisbane (C),Brisbane And Redlands,Maiwar,250000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2017-18 Round 3,Infofish Australia Pty Ltd,Murarrie,4172.0,,nan,Crystal Bowl Fisheries Forecasting For The Great Barrier Reef,Murarrie,4172.0,,5/09/2017,Brisbane (C),Brisbane And Redlands,Bulimba,94000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2017-18 Round 3,Ipug Pty Ltd,Maroochydore,4558.0,,nan,Mesearchr | Share Collaborate And Complete Your Research,Maroochydore,4558.0,,5/09/2017,Sunshine Coast (R),Sunshine Coast,Maroochydore,100000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2017-18 Round 3,Enviro Straw Pty Ltd,Ashgrove,4060.0,,nan,Efficacy And Non-Toxicity Testing Of Geospray,Ashgrove,4060.0,,5/09/2017,Brisbane (C),Brisbane And Redlands,Cooper,88190.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2017-18 Round 3,Ethos Pty Ltd,Teneriffe,4005.0,,nan,Comprehensive Preventative Health Assessment Tool With Stratified Follow-Up Interventions,Teneriffe,4005.0,,5/09/2017,Brisbane (C),Brisbane And Redlands,Mcconnel,100000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2017-18 Round 3,Edward Intelligence Pty Limited,Spring Hill,4000.0,,nan,Edward Reports  Commercialisation,Spring Hill,4000.0,,5/09/2017,Brisbane (C),Brisbane And Redlands,Mcconnel,100000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2017-18 Round 3,Cygura Pty Ltd,South Brisbane,4101.0,,nan,Commercialise: Accountant Secure File (Acsftp) & Experienced Investor Test (Eit),South Brisbane,4101.0,,5/09/2017,Brisbane (C),Brisbane And Redlands,South Brisbane,100000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2017-18 Round 3,Dimity Dornan Consulting Pty Ltd,Toowong,4066.0,,nan,Akoue Assistive Hearing Device,Toowong,4066.0,,5/09/2017,Brisbane (C),Brisbane And Redlands,Maiwar,99500.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2017-18 Round 3,Evacmate Pty Ltd,Chermside West,4032.0,,nan,"Preparing Evacmate For Deployment Throughout Australia, New Zealand And Asia",Chermside West,4032.0,,5/09/2017,Brisbane (C),Brisbane And Redlands,Aspley,100000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2017-18 Round 3,Fc Strategic Advisers Pty Ltd,Holland Park,4121.0,,nan,Plexisun Commercial Performance Testing,Holland Park,4121.0,,5/09/2017,Brisbane (C),Brisbane And Redlands,Greenslopes,99871.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2017-18 Round 3,Fetched Trading Pty Ltd,Balmoral,4171.0,,nan,Fetched Global Readiness Project,Balmoral,4171.0,,5/09/2017,Brisbane (C),Brisbane And Redlands,Bulimba,68948.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2017-18 Round 3,Farmer Meets Foodie,Mount Molloy,4871.0,,nan,Farmer Meets Foodie Accelerate,Mount Molloy,4871.0,,5/09/2017,Mareeba (S),Far North Queensland,Cook,98080.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2017-18 Round 3,Evorce Pty Ltd,Springwood,4127.0,,nan,Evorce Seq And Regional Product Commercialisation Validation Project,Springwood,4127.0,,5/09/2017,Logan (C),Logan,Springwood,250000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2017-18 Round 3,Fab Dock Pty Ltd,Hope Island,4212.0,,nan,Expanding Australian Marine Dry Dock Sales Into The Us Market,Hope Island,4212.0,,5/09/2017,Gold Coast (C),Gold Coast,Broadwater,100000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2017-18 Round 3,Neuroworks Labs Pty Ltd,Wynnum,4178.0,,nan,Tremor Pen,Wynnum,4178.0,,5/09/2017,Brisbane (C),Brisbane And Redlands,Lytton,100000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2017-18 Round 3,Nge Consulting Pty Ltd,Harristown,4350.0,,nan,Fridgebrain Vx Vaccine Smart Fridge Pilot Program,Harristown,4350.0,,5/09/2017,Toowoomba (R),Darling Downs,Toowoomba South,100000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2017-18 Round 3,Myonlineclinic Pty Ltd,East Brisbane,4169.0,,nan,Myonlineclinic - Referral Services (Moc - Rs),East Brisbane,4169.0,,5/09/2017,Brisbane (C),Brisbane And Redlands,South Brisbane,100000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2017-18 Round 3,Mindstar Enterprises Pty Ltd,Marcoola,4564.0,,nan,Commercialisation Of MindstarS Innovative Mobile-Health Wellbeing & Mental Health Solutions,Marcoola,4564.0,,5/09/2017,Sunshine Coast (R),Sunshine Coast,Maroochydore,246500.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2017-18 Round 3,Mining Excellence Alliance Pty Limited,Milton,4064.0,,nan,Remote Optimisation Of Mineral Processing Plants Using Advanced Data Analytics,Milton,4064.0,,5/09/2017,Brisbane (C),Brisbane And Redlands,Cooper,96480.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2017-18 Round 3,Nichigo Connections Pty Ltd,Highland Park,4211.0,,nan,Tango Smash,Highland Park,4211.0,,5/09/2017,Gold Coast (C),Gold Coast,Gaven,97636.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2017-18 Round 3,Promis Network Pty Ltd,Noosa Heads,4567.0,,nan,Automating Bill Payments To Improve Small Business Cashflow,Noosa Heads,4567.0,,5/09/2017,Noosa (S),Sunshine Coast,Noosa,100000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2017-18 Round 3,Redfish Group Pty Ltd,Spring Hill,4000.0,,nan,Internationally Commercialising RedfishS Secure Remote Access Building Control Products,Spring Hill,4000.0,,5/09/2017,Brisbane (C),Brisbane And Redlands,Mcconnel,100000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2017-18 Round 3,Paypont Australia Pty Ltd,Brisbane City,4000.0,,nan,Commercialisation Of Cashless Micropayments Technology,Brisbane City,4000.0,,5/09/2017,Brisbane (C),Brisbane And Redlands,Mcconnel,97664.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2017-18 Round 3,Ortelia Pty Ltd,Windsor,4030.0,,nan,Ortelia Interactive Spaces International Marketing Campaign,Windsor,4030.0,,5/09/2017,Brisbane (C),Brisbane And Redlands,Clayfield,98100.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2017-18 Round 3,Osler Technology Pty Ltd,Noosa Heads,4567.0,,nan,Osler Clinical Performance - Patient Feedback System,Noosa Heads,4567.0,,5/09/2017,Noosa (S),Sunshine Coast,Noosa,100000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2017-18 Round 3,Kegs Software Pty Ltd,Milton,4064.0,,nan,Kegs Field Trials And Commercialisation,Milton,4064.0,,5/09/2017,Brisbane (C),Brisbane And Redlands,Cooper,91123.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2017-18 Round 3,Keyword Intent Pty Ltd,Ormiston,4160.0,,nan,Way We Do  Microsoft Product Integration,Ormiston,4160.0,,5/09/2017,Redland (C),Brisbane And Redlands,Oodgeroo,100000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2017-18 Round 3,Kapiche Pty Ltd,Fortitude Valley,4006.0,,nan,Analytics Api,Fortitude Valley,4006.0,,5/09/2017,Brisbane (C),Brisbane And Redlands,Mcconnel,100000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2017-18 Round 3,Jacob'S Ladder Enterprises Pty Ltd,Heritage Park,4118.0,,nan,Develop A National Distribution Channel For Globally-Unique Jacob'S Ladders,Heritage Park,4118.0,,5/09/2017,Logan (C),Logan,Woodridge,100000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2017-18 Round 3,John Wells,Cairns,4870.0,,nan,Narnoo Tourism Product Connect Platform,Cairns City,4870.0,,5/09/2017,Cairns (R),Far North Queensland,Cairns,99297.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2017-18 Round 3,Kinetic Orthotics Pty Ltd,Marcoola,4564.0,,nan,Sensokinetic Falls Risk Assessment And Intervention Improves Health Outcomes,Marcoola,4564.0,,5/09/2017,Sunshine Coast (R),Sunshine Coast,Maroochydore,100000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2017-18 Round 3,Localyokl Pty Ltd,Hope Island,4212.0,,nan,Localyokl,Hope Island,4212.0,,5/09/2017,Gold Coast (C),Gold Coast,Broadwater,100000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2017-18 Round 3,Medetourism Pty Ltd,Brisbane City,4000.0,,nan,Skydoctor. Virtualised Medical Services For Domestic & International Online Patient Communities.,Brisbane City,4000.0,,5/09/2017,Brisbane (C),Brisbane And Redlands,Mcconnel,75000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2017-18 Round 3,Live Bidding Pty Ltd,Maroochydore,4558.0,,nan,Commercialisation Of Online Marketplace For Domestic And International Meat Trade,Maroochydore,4558.0,,5/09/2017,Sunshine Coast (R),Sunshine Coast,Maroochydore,100000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2017-18 Round 3,Kynd Pty Ltd,Burleigh Heads,4220.0,,nan,Kynd: Mobile Care Market And 360° Home Care Solution Platform,Burleigh Heads,4220.0,,5/09/2017,Gold Coast (C),Gold Coast,Burleigh,100000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2017-18 Round 3,Like A Photon Creative Pty Ltd,Woolloongabba,4102.0,,nan,Kindergo,Woolloongabba,4121.0,,5/09/2017,Brisbane (C),Brisbane And Redlands,South Brisbane,250000.0
Ignite Ideas Fund,AQ Ignite Ideas Fund 2016-17 Round 2,Tour Amigo Pty Ltd,Bracken Ridge,4017.0,,nan,"Growth And Market Awareness Of Tour Amigo, Through Product Enhancements, Trials And Partnership Building.",Bracken Ridge,4017.0,,10/03/2017,Brisbane (C),Brisbane And Redlands,Sandgate,100000.0
